name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,duration_min,type
Midsommar,2019,R,2h 28min,Drama; Horror; Mystery; ,3 July 2019 (USA),7.1,165346,2580,https://www.imdb.com/title/tt8772262/reviews/_ajax?ref_=undefined&paginationKey=,148,Drama
Carrie,1976,R,1h 38min,Horror; ,16 November 1976 (USA),7.4,162668,545,https://www.imdb.com/title/tt0074285/reviews/_ajax?ref_=undefined&paginationKey=,98,Horror
Tucker and Dale vs Evil,2010,R,1h 29min,Comedy; Horror; ,9 December 2010 (Kazakhstan),7.5,161404,294,https://www.imdb.com/title/tt1465522/reviews/_ajax?ref_=undefined&paginationKey=,89,Comedy
30 Days of Night,2007,R,1h 53min,Action; Horror; Thriller; ,19 October 2007 (USA),6.6,161126,579,https://www.imdb.com/title/tt0389722/reviews/_ajax?ref_=undefined&paginationKey=,113,Action
Resident Evil: Afterlife,2010,R,1h 36min,Action; Adventure; Horror; ,10 September 2010 (USA),5.8,159189,430,https://www.imdb.com/title/tt1220634/reviews/_ajax?ref_=undefined&paginationKey=,96,Action
Army of Darkness,1992,R,1h 21min,Comedy; Horror; ,19 February 1993 (USA),7.5,158954,658,https://www.imdb.com/title/tt0106308/reviews/_ajax?ref_=undefined&paginationKey=,81,Comedy
The Hills Have Eyes,2006,R,1h 47min,Horror; Thriller; ,10 March 2006 (USA),6.4,155206,889,https://www.imdb.com/title/tt0454841/reviews/_ajax?ref_=undefined&paginationKey=,107,Horror
The Fly,1986,R,1h 36min,Drama; Horror; Sci-Fi; ,15 August 1986 (USA),7.6,154294,339,https://www.imdb.com/title/tt0091064/reviews/_ajax?ref_=undefined&paginationKey=,96,Drama
Event Horizon,1997,R,1h 36min,Horror; Sci-Fi; Thriller; ,15 August 1997 (USA),6.7,153203,953,https://www.imdb.com/title/tt0119081/reviews/_ajax?ref_=undefined&paginationKey=,96,Horror
Evil Dead,2013,R,1h 31min,Fantasy; Horror; Thriller; ,5 April 2013 (USA),6.5,153169,899,https://www.imdb.com/title/tt1288558/reviews/_ajax?ref_=undefined&paginationKey=,91,Fantasy
Scream 2,1997,R,2h,Horror; Mystery; ,12 December 1997 (USA),6.2,152554,522,https://www.imdb.com/title/tt0120082/reviews/_ajax?ref_=undefined&paginationKey=,120,Horror
Insidious: Chapter 2,2013,PG-13,1h 46min,Horror; Mystery; Thriller; ,13 September 2013 (USA),6.6,150300,313,https://www.imdb.com/title/tt2226417/reviews/_ajax?ref_=undefined&paginationKey=,106,Horror
Final Destination 2,2003,R,1h 30min,Horror; Thriller; ,31 January 2003 (USA),6.2,148408,495,https://www.imdb.com/title/tt0309593/reviews/_ajax?ref_=undefined&paginationKey=,90,Horror
What We Do in the Shadows,2014,R,1h 26min,Comedy; Horror; ,13 February 2015 (USA),7.7,148076,338,https://www.imdb.com/title/tt3416742/reviews/_ajax?ref_=undefined&paginationKey=,86,Comedy
Abraham Lincoln: Vampire Hunter,2012,R,1h 45min,Action; Fantasy; Horror; ,22 June 2012 (USA),5.9,147007,394,https://www.imdb.com/title/tt1611224/reviews/_ajax?ref_=undefined&paginationKey=,105,Action
Scary Movie 2,2001,R,1h 23min,Comedy; Horror; ,4 July 2001 (USA),5.3,146277,559,https://www.imdb.com/title/tt0257106/reviews/_ajax?ref_=undefined&paginationKey=,83,Comedy
From Hell,2001,R,2h 2min,Horror; Mystery; Thriller; ,19 October 2001 (USA),6.8,144083,553,https://www.imdb.com/title/tt0120681/reviews/_ajax?ref_=undefined&paginationKey=,122,Horror
The Orphanage,2007,R,1h 45min,Drama; Fantasy; Horror; ,11 January 2008 (USA),7.4,143875,339,https://www.imdb.com/title/tt0464141/reviews/_ajax?ref_=undefined&paginationKey=,105,Drama
Train to Busan,2016,TV-MA,1h 58min,Action; Horror; Thriller; ,21 October 2016 (India),7.5,143773,668,https://www.imdb.com/title/tt5700672/reviews/_ajax?ref_=undefined&paginationKey=,118,Action
Evil Dead II,1987,R,1h 24min,Comedy; Horror; ,13 March 1987 (USA),7.8,143769,594,https://www.imdb.com/title/tt0092991/reviews/_ajax?ref_=undefined&paginationKey=,84,Comedy
Underworld Awakening,2012,R,1h 28min,Action; Fantasy; Horror; ,20 January 2012 (USA),6.4,143381,297,https://www.imdb.com/title/tt1496025/reviews/_ajax?ref_=undefined&paginationKey=,88,Action
The Shawshank Redemption,1994,R,2h 22min,Drama; ,14 October 1994 (USA),9.3,2258845,8022,https://www.imdb.com/title/tt0111161/reviews/_ajax?ref_=undefined&paginationKey=,142,Drama
Fight Club,1999,R,2h 19min,Drama; ,15 October 1999 (USA),8.8,1794454,3719,https://www.imdb.com/title/tt0137523/reviews/_ajax?ref_=undefined&paginationKey=,139,Drama
Forrest Gump,1994,PG-13,2h 22min,Drama; Romance; ,6 July 1994 (USA),8.8,1741097,2354,https://www.imdb.com/title/tt0109830/reviews/_ajax?ref_=undefined&paginationKey=,142,Drama
The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,2h 58min,Action; Adventure; Drama; ,19 December 2001 (USA),8.8,1609165,5365,https://www.imdb.com/title/tt0120737/reviews/_ajax?ref_=undefined&paginationKey=,178,Action
The Lord of the Rings: The Return of the King,2003,PG-13,3h 21min,Adventure; Drama; Fantasy; ,17 December 2003 (USA),8.9,1593859,3681,https://www.imdb.com/title/tt0167260/reviews/_ajax?ref_=undefined&paginationKey=,201,Adventure
The Lord of the Rings: The Two Towers,2002,PG-13,2h 59min,Adventure; Drama; Fantasy; ,18 December 2002 (USA),8.7,1440188,2559,https://www.imdb.com/title/tt0167261/reviews/_ajax?ref_=undefined&paginationKey=,179,Adventure
Interstellar,2014,PG-13,2h 49min,Adventure; Drama; Sci-Fi; ,7 November 2014 (USA),8.6,1430797,3977,https://www.imdb.com/title/tt0816692/reviews/_ajax?ref_=undefined&paginationKey=,169,Adventure
Django Unchained,2012,R,2h 45min,Drama; Western; ,25 December 2012 (USA),8.4,1307059,1525,https://www.imdb.com/title/tt1853728/reviews/_ajax?ref_=undefined&paginationKey=,165,Drama
Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),8.5,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,155,Action
Inglourious Basterds,2009,R,2h 33min,Adventure; Drama; War; ,21 August 2009 (USA),8.3,1219372,1856,https://www.imdb.com/title/tt0361748/reviews/_ajax?ref_=undefined&paginationKey=,153,Adventure
Saving Private Ryan,1998,R,2h 49min,Drama; War; ,24 July 1998 (USA),8.6,1194194,2588,https://www.imdb.com/title/tt0120815/reviews/_ajax?ref_=undefined&paginationKey=,169,Drama
Schindler's List,1993,R,3h 15min,Biography; Drama; History; ,4 February 1994 (USA),8.9,1173324,1814,https://www.imdb.com/title/tt0108052/reviews/_ajax?ref_=undefined&paginationKey=,195,Biography
The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144513,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,130,Drama
American Beauty,1999,R,2h 2min,Drama; ,1 October 1999 (USA),8.3,1043085,2891,https://www.imdb.com/title/tt0169547/reviews/_ajax?ref_=undefined&paginationKey=,122,Drama
Titanic,1997,PG-13,3h 14min,Drama; Romance; ,19 December 1997 (USA),7.8,1017237,2863,https://www.imdb.com/title/tt0120338/reviews/_ajax?ref_=undefined&paginationKey=,194,Drama
American History X,1998,R,1h 59min,Drama; ,20 November 1998 (USA),8.5,1007450,1577,https://www.imdb.com/title/tt0120586/reviews/_ajax?ref_=undefined&paginationKey=,119,Drama
V for Vendetta,2005,R,2h 12min,Action; Drama; Sci-Fi; ,17 March 2006 (USA),8.2,1002944,2205,https://www.imdb.com/title/tt0434409/reviews/_ajax?ref_=undefined&paginationKey=,132,Action
Braveheart,1995,R,2h 58min,Biography; Drama; History; ,24 May 1995 (USA),8.3,936728,1271,https://www.imdb.com/title/tt0112573/reviews/_ajax?ref_=undefined&paginationKey=,178,Biography
The Lion King,1994,G,1h 28min,Animation; Adventure; Drama; ,24 June 1994 (USA),8.5,910179,1009,https://www.imdb.com/title/tt0110357/reviews/_ajax?ref_=undefined&paginationKey=,88,Animation
The Truman Show,1998,PG,1h 43min,Comedy; Drama; Sci-Fi; ,5 June 1998 (USA),8.1,901062,1151,https://www.imdb.com/title/tt0120382/reviews/_ajax?ref_=undefined&paginationKey=,103,Comedy
The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888920,2223,https://www.imdb.com/title/tt0167404/reviews/_ajax?ref_=undefined&paginationKey=,107,Drama
One Flew Over the Cuckoo's Nest,1975,R,2h 13min,Drama; ,19 November 1975 (USA),8.7,884818,967,https://www.imdb.com/title/tt0073486/reviews/_ajax?ref_=undefined&paginationKey=,133,Drama
Eternal Sunshine of the Spotless Mind,2004,R,1h 48min,Drama; Romance; Sci-Fi; ,19 March 2004 (USA),8.3,882495,1800,https://www.imdb.com/title/tt0338013/reviews/_ajax?ref_=undefined&paginationKey=,108,Drama
Good Will Hunting,1997,R,2h 6min,Drama; Romance; ,9 January 1998 (USA),8.3,830139,887,https://www.imdb.com/title/tt0119217/reviews/_ajax?ref_=undefined&paginationKey=,126,Drama
Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825450,1449,https://www.imdb.com/title/tt2267998/reviews/_ajax?ref_=undefined&paginationKey=,149,Drama
A Beautiful Mind,2001,PG-13,2h 15min,Biography; Drama; ,4 January 2002 (USA),8.2,821709,1292,https://www.imdb.com/title/tt0268978/reviews/_ajax?ref_=undefined&paginationKey=,135,Biography
Slumdog Millionaire,2008,R,2h,Drama; Romance; ,25 December 2008 (USA),8.0,782675,1126,https://www.imdb.com/title/tt1010048/reviews/_ajax?ref_=undefined&paginationKey=,120,Drama
Gravity,2013,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7,751305,2090,https://www.imdb.com/title/tt1454468/reviews/_ajax?ref_=undefined&paginationKey=,91,Drama
Requiem for a Dream,2000,R,1h 42min,Drama; ,15 December 2000 (USA),8.3,743198,2115,https://www.imdb.com/title/tt0180093/reviews/_ajax?ref_=undefined&paginationKey=,102,Drama
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,2h 10min,Adventure; Drama; Fantasy; ,15 July 2011 (USA),8.1,737642,953,https://www.imdb.com/title/tt1201607/reviews/_ajax?ref_=undefined&paginationKey=,130,Adventure
Avengers: Endgame,2019,PG-13,3h 1min,Action; Adventure; Drama; ,26 April 2019 (USA),8.4,736177,8805,https://www.imdb.com/title/tt4154796/reviews/_ajax?ref_=undefined&paginationKey=,181,Action
The Martian,2015,PG-13,2h 24min,Adventure; Drama; Sci-Fi; ,2 October 2015 (USA),8.0,734923,1312,https://www.imdb.com/title/tt3659388/reviews/_ajax?ref_=undefined&paginationKey=,144,Adventure
The Intouchables,2011,R,1h 52min,Biography; Comedy; Drama; ,13 July 2012 (India),8.5,731145,622,https://www.imdb.com/title/tt1675434/reviews/_ajax?ref_=undefined&paginationKey=,112,Biography
Donnie Darko,2001,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0,724910,2276,https://www.imdb.com/title/tt0246578/reviews/_ajax?ref_=undefined&paginationKey=,113,Drama
300,2006,R,1h 57min,Action; Drama; ,9 March 2007 (USA),7.6,719421,2176,https://www.imdb.com/title/tt0416449/reviews/_ajax?ref_=undefined&paginationKey=,117,Action
Gran Torino,2008,R,1h 56min,Drama; ,9 January 2009 (USA),8.1,703113,990,https://www.imdb.com/title/tt1205489/reviews/_ajax?ref_=undefined&paginationKey=,116,Drama
The Pianist,2002,R,2h 30min,Biography; Drama; Music; ,28 March 2003 (USA),8.5,701576,924,https://www.imdb.com/title/tt0253474/reviews/_ajax?ref_=undefined&paginationKey=,150,Biography
Whiplash,2014,R,1h 46min,Drama; Music; ,20 February 2015 (India),8.5,683157,1195,https://www.imdb.com/title/tt2582802/reviews/_ajax?ref_=undefined&paginationKey=,106,Drama
Black Swan,2010,R,1h 48min,Drama; Thriller; ,17 December 2010 (USA),8.0,682523,1273,https://www.imdb.com/title/tt0947798/reviews/_ajax?ref_=undefined&paginationKey=,108,Drama
The Revenant,2015,R,2h 36min,Action; Adventure; Drama; ,8 January 2016 (USA),8.0,678829,1594,https://www.imdb.com/title/tt1663202/reviews/_ajax?ref_=undefined&paginationKey=,156,Action
I Am Legend,2007,PG-13,1h 41min,Action; Adventure; Drama; ,14 December 2007 (USA),7.2,670748,1543,https://www.imdb.com/title/tt0480249/reviews/_ajax?ref_=undefined&paginationKey=,101,Action
The Imitation Game,2014,PG-13,1h 54min,Biography; Drama; Thriller; ,25 December 2014 (USA),8.0,662291,825,https://www.imdb.com/title/tt2084970/reviews/_ajax?ref_=undefined&paginationKey=,114,Biography
Full Metal Jacket,1987,R,1h 56min,Drama; War; ,10 July 1987 (USA),8.3,652861,844,https://www.imdb.com/title/tt0093058/reviews/_ajax?ref_=undefined&paginationKey=,116,Drama
Silver Linings Playbook,2012,R,2h 2min,Comedy; Drama; Romance; ,25 December 2012 (USA),7.7,647995,835,https://www.imdb.com/title/tt1045658/reviews/_ajax?ref_=undefined&paginationKey=,122,Comedy
The King's Speech,2010,R,1h 58min,Biography; Drama; History; ,25 December 2010 (USA),8.0,624817,754,https://www.imdb.com/title/tt1504320/reviews/_ajax?ref_=undefined&paginationKey=,118,Biography
Logan,2017,R,2h 17min,Action; Drama; Sci-Fi; ,3 March 2017 (USA),8.1,621174,1559,https://www.imdb.com/title/tt3315342/reviews/_ajax?ref_=undefined&paginationKey=,137,Action
Trainspotting,1996,R,1h 33min,Drama; ,9 August 1996 (USA),8.1,620080,623,https://www.imdb.com/title/tt0117951/reviews/_ajax?ref_=undefined&paginationKey=,93,Drama
12 Years a Slave,2013,R,2h 14min,Biography; Drama; History; ,8 November 2013 (USA),8.1,619715,869,https://www.imdb.com/title/tt2024544/reviews/_ajax?ref_=undefined&paginationKey=,134,Biography
